Nhận xét,Cảm xúc
Không phải xếp hàng chờ thang máy ,tốt
Có thể ghi lại buổi học để xem lại,tốt
Hạn chế di chuyển,tốt
"có thể nhắn tin qua zalo, fb cho thầy cô để hỏi bài",tốt
học ở nhà tập trung hơn ,tốt
Dễ dàng mọi lúc mọi nơi,tốt
Ở tại nhà k phải di chuyển,tốt
Học đúng giờ ,tốt
Giáo viên cung cấp đủ kiến thức và bài tập cho sinh viên,tốt
tiết kiệm chi phí đi lại ,tốt
da quen hoc truc tuyen,tốt
Học đúng giờ,tốt
Giờ giấc thoải mái,tốt
Tham gia đầy đủ các buổi học,tốt
Học đung giờ,tốt
"tinh thần tự giác học cao, quản lý thời gian hiệu quả",tốt
có thể chủ động thời gian ,tốt
Quản lý thời gian ,tốt
dễ dàng học bất kì nơi nào,tốt
"Vào lớp đúng giờ, thi được điểm cao",tốt
"Dễ dàng, nhanh chóng, ít tốn chi phí xe, xăng",tốt
Không phải tới trường vào những buổi trưa nắng nóng,tốt
Thời gian do chuyển,tốt
Thuận tiện về thời gian hơn,tốt
Nhanh,tốt
Đảm bảo an toàn dịch bệnh ,tốt
kỹ năng sử dụng công nghệ để học trực tuyến.,tốt
Dễ tập trung,tốt
Ở nhà học ,tốt
Dễ note bài,tốt
Quản lý được thời gian học online ,tốt
giao lưu với lớp,tốt
dễ di chuyển và an toàn sức khỏe ,tốt
Điem cao ,tốt
quản lý thời gian thực hiện,tốt
Thuận tiện thời giAn,tốt
dễ giao tiếp,tốt
Dễ tập trung học,tốt
tiện lợi và nhanh chóng ,tốt
quản lý thời gian dễ dàng,tốt
tiện ,tốt
thoải mái,tốt
Tien ich,tốt
Học tại nhà,tốt
không có thuận lợi,tốt
Khả năng tự học cao,tốt
"Thoải mái về mặt thời gian, địa điểm",tốt
Nhanh chóng không hao xăng,tốt
không mất thời gian di chuyển,tốt
Không di chuyển ,tốt
Không mất thời gian di chuyển,tốt
Có nhiều thời gian chuẩn bị ,tốt
DỄ DÀNG HỌC,tốt
"không mất nhiều thời gian để vào học, được nghe rõ giảng viên nói, hiểu bài sâu hơn  và được tương tác với giảng viên tốt hơn",tốt
tiện,tốt
Linh hoạt về thời gian,tốt
Tiết kiệm thời gian di chuyển,tốt
sắp xếo được công việc,tốt
"tiết kiệm thời gian, chi phí",tốt
Tiết kiệm thời gian cũng như chi phí sinh hoạt,tốt
nhanh,tốt
quản lí được thời gian,tốt
thông tin tài liệu cụ thể,tốt
Không,tốt
Không phải đi lại từ nhà đến trường,tốt
Thoải mái,tốt
 quản lý thời gian,tốt
giúp tiết kiệm chi phí,tốt
Tiết kiệm thời gian,tốt
Không phải đi xa,tốt
Dễ dàng học linh động trong việc học,tốt
tiết kiệm tgian,tốt
Tiết kiệm thơi gian,tốt
Không phải đi lại,tốt
Thoải mái thời gian,tốt
không mất thời gian ,tốt
Tiết kiệm thời gian đi đến trường ,tốt
Nhanh chóng,tốt
Không mất phí vận chuyển,tốt
dễ tiếp thu bài,tốt
Quản lý thời gian ,tốt
Quản lý được thời gian,tốt
Quản lý thời gian,tốt
Đỡ di chuyển ,tốt
Tiện ,tốt
Không bị trễ giờ học. Tiện lợi có thể học tại nhà.,tốt
dễ hiểu,tốt
"quản lí thời gian dễ dàng, thoải mái trong việc học",tốt
quản lý thời gian dễ dàng,tốt
nhanh gọn,tốt
không đi học muộn ạ,tốt
Tiện nghi,tốt
tốt ,tốt
tốt,tốt
Linh động trong việc học,tốt
tiết kiệm tgian,tốt
Linh động,tốt
dễ hiểu bài hơn,tốt
Đỡ di chuyển,tốt
"Không mất thời gian di chuyển. không tốn chi phí như: tiền gửi xe, tiền xăng.",tốt
Học đúng giờ,tốt
có khả năng tự học cao,tốt
Kịp giờ học,tốt
Lưu lại bài giảng,tốt
Không phải di chuyển ,tốt
Đỡ mất thời gian di chuyển,tốt
tiết kiệm chi phí,tốt
Không di chuyển ,tốt
Dễ tập trung,tốt
Thuận tiện,tốt
Dễ tiếp thu dễ trao đổi vs giáo viên ,tốt
Thoải mái về thời gian,tốt
tự học là chính giúp bản thân k phụ thuộc vào người khác,tốt
Quản lý được thời gian học online ,tốt
có thể học tại nhà,tốt
giao lưu cùng lớp,tốt
kỹ năng sử dụng công nghệ để học tập trực tuyến,tốt
năng lực tự học,tốt
thuận lợi trong việc tham gia vào lớp học,tốt
"tiết kiệm thời gian, đảm bảo sức khoẻ",tốt
"dễ thực hiện, thời gian được thoải mái, tiết kiệm được công sức ",tốt
chủ động được thời gian,tốt
học ở đâu cũng được,tốt
Quản lý thời gian tốt hơn,tốt
Quản lý tg,tốt
"nâng cao khả năng công nghệ, hoạt động nhóm online được cải thiện ",tốt
"dễ hiểu, dễ hỏi",tốt
tiết kiệm chi phí,tốt
"học dễ hiểu , giảng viên nhiệt tình , thời gian học thuận lợi",tốt
thời gian di chuyển,tốt
thoải mái,tốt
Hạn chế di chuyển,tốt
Cô dạy rất hay quan tâm nhiều đến sinh viên,tốt
Học tại nhà,tốt
"Đỡ mất thời gian đi lại do nhà em xa, chủ động được thời gian nhiều hơn, đỡ tiếp xúc đông người do dịch, em có thể xử lý tình huống ngay khi ở nhà do tiện hơn",tốt
"Thuận tiện trong việc đi lại, thời gian",tốt
Đỡ tốn xăng,tốt
không mất thời gian di chuyển,tốt
Tiết kiệm thời gian,tốt
không phải đi học xa,tốt
có thể nghe rõ giảng viên giảng bài và tiếp thu hiệu quả,tốt
Kiến thức dễ hiểu,tốt
dễ hiểu,tốt
"thoải mái, yên tĩnh",tốt
Thuận lợi trong việc đi lại,tốt
Không,tốt
quản lý thời gian,tốt
Tiết kiệm thời gian di chuyển,tốt
"không tốn thời gian di chuyển, có không gian tập trung ",tốt
Quản lý thời gian,tốt
Linh hoạt thời gian,tốt
Tiết kiệm thời gian di chuyển,tốt
khả năng tập trung,tốt
Tiết kiệm được thời gian cũng như chi phí đi lại,tốt
Dễ tham gia lớp học,tốt
không,tốt
Có thể xem lại buổi học,tốt
chủ động được thời gian,tốt
Không phải chờ thang máy,tốt
Dễ dàng mọi lúc mọi nơ,tốt
Tiện,tốt
Ngồi nhà tiết kiệm tiền xăng,tốt
diem cao,tốt
Thoải mái,tốt
"Dễ hiểu , k phải di chuyển",tốt
Tiện lợi,tốt
tiết kiệm thời gian,tốt
Giúp tiết kiệm thời gian,tốt
quen voi hoc truc tuyen,tốt
Chủ động được thời gian,tốt
học trực tuyến giúp khả năng tự học tốt hơn,tốt
khong mat nhieu thoi gian,tốt
giờ giấc thoải mái,tốt
"tinh thần tự học cao, quản lý thời gian",tốt
Quản lý thời gian ,tốt
học bất kì khi nào ,tốt
"dễ tiếp cận thông tin, không tốn nhiều chi phí",tốt
không phải đi xa,tốt
Không phải đi lại,tốt
dễ chủ động thời gian học tập,tốt
Bảo đảm an toàn dịch bệnh,tốt
"Thuận tiện trong địa điểm học tập, tiết kiệm chi phí di chuyển",tốt
Không cần di chuyển ,tốt
Thuận tiện đi lại,tốt
dễ di chuyển và an toàn trong mùa dịch,tốt
"Phản ánh được sự tập trung, tự giác của sinh viên.",tốt
không cần phải di chuyển khi đổi cơ sở như học trực tiếp ,tốt
ĐÚNG GIỜ,tốt
không tốn công di chuyển,tốt
quản lí thời gian ,tốt
Tiết kiệm thời gian,tốt
Không bị trễ giờ học,tốt
Tiện lợi,tốt
Dễ tập trung,tốt
không phải sợ dịch bệnh covid,tốt
dễ di chuyển và an toàn sức khỏe mùa dịch,tốt
Tập trung học và hiểu bài,tốt
Kịp giờ học ko sợ trễ,tốt
học bất kì ở đâu,tốt
quay video,tốt
giao lưu cùng lớp,tốt
Tiết kiệm chi phí,tốt
Tiết kiệm được thời gian,tốt
Dễ tập trung,tốt
Không,tốt
Tiện,tốt
Tham gia đây đủ các buổi,tốt
thuận lợi về thời gian đi lại,tốt
Không phải đi nắng lội mưa,tốt
Không tiếp xúc với nhiều người trong mùa dịch,tốt
Không di chuyển ,tốt
quản lý thời gian dễ dàng,tốt
"Học nhanh hiểu hơn, thuận tiện hỏi hơn, không khí học vui hơn.",tốt
năng lực tự học,tốt
Quản lý thời gian,tốt
thuận tiện trong việc tham gia vào lớp học,tốt
chủ động được thời gian,tốt
 đáp ứng của giảng viên; giao diện chương trình học,tốt
"Quản lý được thời gian, kỹ năng sử dụng công nghệ tăng lên",tốt
thời gian di chuyển,tốt
Quản lý thời gian,tốt
Tiện lợi,tốt
nâng cao kỹ năng sử dụng công nghệ hơn,tốt
Tập trung nghe giảng không bị xao lãng bởi xung quanh,tốt
quản lý thời gian dễ dàng,tốt
"Dễ hiểu, rút gọn thời gian",tốt
"ở đâu cũng học được, tiện",tốt
Thoải mái,tốt
Tiết kiệm thời gian đến trường,tốt
Dạ tốt ,tốt
thoải mái,tốt
dễ dàng nhanh gọn,tốt
đi học trễ,tốt
Tiết kiệm thời gian,tốt
Học tại nhà,tốt
diem cao,tốt
Đỡ hao xăng,tốt
Thuận lợi về thơi gian và không gian học,tốt
không mất thời gian di chuyển,tốt
Không mất thời gian di chuyển,tốt
Tiện nghi,tốt
không phải đi học xa,tốt
dễ hiểu bài,tốt
tiện,tốt
An toàn với dịch và thuận lợi học tại nhà ,tốt
đỡ tốn chi phí đi lại. tiết kiệm thời gian,tốt
khả năng tập trung,tốt
Thuận lợi trong việc đi lại,tốt
giờ giấc thoải mái,tốt
Được thoải mái về thời gian,tốt
Không phải đi lại,tốt
Tiết kiệm thời gian di chuyển,tốt
Linh hoạt thời gian,tốt
Tiết kiệm thời gian di chuyển,tốt
"năng lực tự học cao, dễ quản lý thời gian, ",tốt
đáp ứng của giảng viên,tốt
có thể ghi hình lại buổi học để xem lại,tốt
Tiết kiệm thời gian đi lại cũng như chi phí sinh hoạt,tốt
chủ động được thời gian,tốt
Không phải chờ thang máy,tốt
Thời gian dễ tiếp thu ,tốt
Học đúng giờ,tốt
Hạn chế di chuyển,tốt
Thoải mái,tốt
"dễ hiểu, dễ tương tác với giảng viên, hiệu quả cao ",tốt
Tiện ,tốt
tiện lợi,tốt
"K phải di chuyển, dễ hiểu",tốt
Hoc tot,tốt
giúp quản lý thời gian,tốt
tiếp thu kiến thức nhanh chóng,tốt
học online thuận tiện hơn trong học tập,tốt
da quen hoc truc tuyen,tốt
"Chủ động được thời gian, giáo viên giảng dạy dễ hiểu",tốt
Không phải đi xa,tốt
Được làm bài nhiều hơn,tốt
tiết kiệm tgian,tốt
"thuân tiện học, không mất thời gian khi đi từ nhà đến trường",tốt
Học nhanh hơn,tốt
"tự giác học, quản lý thời gian hiệu quả",tốt
Tiết kiệm thời gian,tốt
Không có,tốt
Quản lý thời gian ,tốt
năng lực tự học tốt hơn,tốt
"Sức khỏe được bảo vệ an toàn, không tốn chi phí xe, xăng, nhanh chóng, dễ dàng",tốt
Không cần phải đi bộ giữa trời nắng nóng,tốt
Đảm bảo an toàn dịch bệnh,tốt
Khả năng tự học,tốt
quản lý thời gian,tốt
tốt,tốt
dễ tiếp thu,tốt
Không cần di chuyển ,tốt
"Dễ dàng, mọi lúc mọi nơi",tốt
Thuận tiện đi lại,tốt
Quản lý thời gian tốt hơn,tốt
quản lý thời gian tốt,tốt
"Có được năng lực tự học, khả năng quản lý thời gian",tốt
quản lí thời gian,tốt
kỹ năng sử dụng công nghệ học tập trực tuyến,tốt
Thời gian,tốt
Hạn chế di chuyển,tốt
Dễ tập trung,tốt
không phải sợ mắc bệnh dịch covid,tốt
Ở nhà ,tốt
Nhanh,tốt
Quản lý được thời gian,tốt
"năng lực tự học của bản thân như sự tập trung, quản lý thời gian",tốt
không phải đi lại,tốt
Quản lý được thơi gian,tốt
Đầy đủ thiết bị ,tốt
Ko phải đi lại nhìu,tốt
Thoải mái,tốt
nhanh chóng,tốt
Thuận tiện trong đi lại,tốt
Tham gia lớp học dễ,tốt
Tiện lợi thời gian,tốt
thuận tiện,tốt
Không phải di chuyển,tốt
Giảng viên tận tình,tốt
Chủ động thời gian,tốt
Chủ động thời gian,tốt
tiện lợi,tốt
học tại nhà,tốt
Thoải mái,tốt
"tiết kiệm khoảng thời gian đi lại từ nhà đến trường, tối ưu trong giai đoạn dịch bệnh",tốt
có thể dễ dàng thao tác,tốt
quản lý được thời gian,tốt
"Giảng viên tận tình, giảng dạy dễ hiểu",tốt
tiết kiệm thờ gian,tốt
điểm cao,tốt
quản lý thời gian dễ dàng,tốt
yên tĩnh,tốt
an toàn phòng dịch,tốt
"hạn chế ra ngoài, đáp ứng nhanh tiện lợi",tốt
Dễ tiếp thu bài học,tốt
Quản lí thời gian,tốt
Thuận lợi về thời gian học; sắp xếp công việc vừa học vừa làm tại nhà,tốt
Chủ động tương tác,tốt
Tiết kiệm thời gian di chuyển,tốt
không tốn thời gian di chuyển đến trường,tốt
Tiên lợi vì ở nhà,tốt
Rất tập trung,tốt
tiết kiệm thời gian,tốt
Không tốn thời gian đến trường quá xa…,tốt
Tiện,tốt
nghe rõ bài giảng,tốt
Hạn chế đi lại trong tình hình dịch bệnh ,tốt
Được record lại bài học và xem lại,tốt
Có thể làm việc nhà phụ ba mẹ,tốt
Không cần phải đến trường để tiếp thu kiến thức,tốt
Chủ động được thời gian,tốt
"Không bị trễ giờ vào lớp học so với học trực tiếp, đi học đầy đủ hơn, dễ tập trung hơn.",tốt
Ít di chuyển,tốt
Ổn,tốt
Tại nhà,tốt
"dễ học, dễ quan sát, dễ hiểu",tốt
quản lý thời gian,tốt
"Tiết kiệm thời gian đi lại, tiết kiệm tiền ăn bên ngoài, bảo vệ sức khỏe.",tốt
Không có,tốt
Tiện lợi cho việc di chuyển,tốt
Thời gian linh hoạt ,tốt
có thể học ở mọi nơi,tốt
Không mất chi phí đi lại,tốt
dễ tiếp cận bài giảng,tốt
Dễ nhìn thấy slide,tốt
tiết kiệm thời gian di chuyển,tốt
không mất nhiều thời gian di chuyển,tốt
Tiện lợi,tốt
tự do giờ giấc học,tốt
Không cần di chuyển ,tốt
Thoải mái,tốt
"không phải tới trường, an toàn, tiết kiệm thời gian",tốt
Ở nhà an toàn ,tốt
fg,tốt
tiện,tốt
Tối uu hoa thời gian học tập,tốt
Chủ độngđược thời gian hơn,tốt
tốn ít thời gian di chuyển,tốt
Khá ổn,tốt
quản lý thời gian dễ dàng,tốt
quản lý thời gian,tốt
"Tiết kiệm thời gian đi lại, tiết kiệm tiền ăn bên ngoài, bảo vệ sức khỏe.",tốt
"Đường truyền internet ổn định, giảm bớt thời gian di chuyển giữa các cơ sở",tốt
Dễ dàng di chuyển,tốt
Thời gian linh hoạt ,tốt
có thể học ở mọi nơi,tốt
tiết kiệm thời gian di chuyển,tốt
Hạy,tốt
Không tốn tiền chi phí đi lại,tốt
dễ tiếp cận bài giảng,tốt
Dễ tương tác với giáo viên ,tốt
Không cần đến trường để tiếp thu kiến thức,tốt
không mất nhiều thời gian di chuyển,tốt
Tiện lợi,tốt
tự do giờ giấc,tốt
Không cần phải di chuyển ,tốt
Thoải mái,tốt
"không phải tới trường, an toàn, tiết kiệm thời gian",tốt
An toàn trong mùa dịch,tốt
tiện ,tốt
Tối uu hóa thơi fian học tập,tốt
đường truyền internet ổn định,tốt
Tiện,tốt
đỡ mất thời gian đi đến trường,tốt
rất thuận lợi,tốt
Tiện lợi vì ở nhà,tốt
Tiết kiệm được thời gian di chuyển,tốt
Chủ động tương tác ,tốt
Không tốn thời gian đến trường quá xa…,tốt
Hạn chế đi lại trong tình hình dịch bệnh ,tốt
Record được bài giảng,tốt
Dạ tiết kiệm được thời gian đi lại ạ,tốt
dễ học hơn,tốt
không phải đi lại ,tốt
Quản lý được thời gian,tốt
Tiết kiệm thời gian và chi phí di chuyển đến trường,tốt
không phải di chuyển,tốt
không mất thời gian di chuyển nhưng vẫn tiếp thu được hết bài giảng,tốt
mọi lúc mọi nơi,tốt
quản lí thời gian,tốt
Thoải mái,tốt
"không gian thoải mái, dễ tập trung vào bài học",tốt
"Di chuyển, thời gian",tốt
Thời gian nhiều hơn,tốt
Thuận tiện cho mọi hoạt động trong lớp học,tốt
Tiện lợi,tốt
Có nhìu thời gian ,tốt
Dễ dàng tìm tài liệu phong phú,tốt
không phải di chuyển,tốt
Tập trung học hơn,tốt
"Dễ nghe dễ hiểu, tương tác với giảng viên dễ dàng",tốt
"Tập trung hơn trong việc học, biết cách sử dụng công nghệ hơn",tốt
tham gia được mọi lúc mọi nơi,tốt
Không cần đi xe đến trường,tốt
"Tiết kiệm thời gian, chi phí ",tốt
Không tốn thời gian đi lại,tốt
Ít tốn kém thời gian đi lại,tốt
không tốn thời gian đi lại,tốt
ko trễ giờ ,tốt
có kỹ năng sử dụng công nghệ và dễ tương tác với giảng viên,tốt
"Vui, dễ hiểu, ko ồn",tốt
Mạng ổn định,tốt
chủ động về thời gian,tốt
Thoải mái,tốt
tgoair maasi học tập,tốt
tiết kiệm thời gian,tốt
Không phải di chuyển nhiều,tốt
Tiện lợi ít tốn thời gian ,tốt
Giảng viên dễ dàng chỉ dẫn cho sinh viên.,tốt
Thời gian nhiều hơn đến trường,tốt
dễ tương tác,tốt
có thời gian học và làm việc,tốt
không phải lên lớp,tốt
"Tiết kiệm thời gian đi lại, covid",tốt
Hiểu bài,tốt
Không phải đi ra ngoài trong tình hình dịch căng thẳng,tốt
ko trễ giờ,tốt
"thuận tiện, tiết kiện thời gian di chuyển, thoải mái ",tốt
"thuận tiện, đảm bảo thời gian, học đúng giờ",tốt
Học trực tiếp tại nhà thuận tiện,tốt
Thoải mái môi trường học,tốt
Học ở nhà không cần đến trường nên vào lớp đúng giờ.,tốt
Đi học luôn đúng giờ,tốt
không phải di chuyển,tốt
thời gian tự học ở nhà nhiều hơn,tốt
thầy hỗ trợ rất tốt cho sinh viên,tốt
Năng lực tự học tốt hơn ,tốt
Dễ học,tốt
bình thường,tốt
Tiện lợi,tốt
Không phải di chuyển nhiều,tốt
Học tập tại nhà,tốt
không tốn thời gian đi lại,tốt
"nhanh, gọn",tốt
Nhanh,tốt
Dạ tiết kiệm được thời gian đi lại ạ,tốt
dễ học hơn,tốt
Theo dõi bài,tốt
không đi lại,tốt
Chủ động được thời gian,tốt
Tiết kiệm thời gian và chi phí di chuyển đến trường,tốt
tiết kiệm thời fian đi lại,tốt
vui,tốt
không phải di chuyển,tốt
tiết kiệm thời gian,tốt
moi luc moi noi,tốt
Có thể ghi hình và xem lại sau,tốt
"Không tốn tiền trọ, xe để đến trường",tốt
khong ton thoi gian di chuyen,tốt
"Đúng giờ, note lại dễ dàng",tốt
chưa có,tốt
khong co,tốt
k phải di chuyển nhiều,tốt
giảm thời gian đi lại,tốt
tập trung,tốt
Thoải mái,tốt
"không gian im lặng, dễ tập trung vào bài học",tốt
Thời gian,tốt
Quản lý thời gian,tốt
không mặt thời gian di chuyển,tốt
"điểm cao, tiện khi học ở nhà",tốt
Không có ,tốt
dễ hc,tốt
Thuận tiện,tốt
quản lí thời gian,tốt
Kiến thức dễ tiếp thu,tốt
Thoải mái,tốt
"đỡ phải di chuyển giữa các khu vực trường, có nhiều thời gian chuẩn bị hơn",tốt
Thuận tiện,tốt
yên tĩnh dễ tập trung ạ,tốt
Không phải di chuyển nhiều,tốt
Không tốn tiền trọ,tốt
tiết kiệm thời gian,tốt
giảm thời gian đi lại,tốt
tiện lợi thoải mái,tốt
de hc,tốt
Thuận tiện không di chuyển ,tốt
Tiện đỡ di chuyển,tốt
Khoẻ,tốt
dễ theo dõi,tốt
"Không tốn thời gian di chuyển, thoải mái hơn ở lớp, cô dạy dễ hiểu, vui",tốt
tiết kiệm thời gian,tốt
"tiết kiệm thời gian di chuyển, không gian yên tĩnh",tốt
không phải di chuyển,tốt
linh động được thời gian,tốt
Thời gian linh hoạt,tốt
Tiết kiệm thời gian ,tốt
"thuận tiện, đảm bảo thời gian, học đúng giờ",tốt
quản lí thời gian tốt hơn,tốt
linh hoạt giờ giấc,tốt
hieur thêm về công nghệ,tốt
Học trực tiếp tại nhà thuận tiện,tốt
Có kiến thức,tốt
K cần di chuyển liên tục,tốt
Nhanh gọn,tốt
Dễ hiểu,tốt
khong ton thoi gian di chuyen,tốt
Không bị kẹt xe,tốt
tập trung,tốt
tot,tốt
Gần ,tốt
tốt,tốt
Ở nhà,tốt
tiết kiệm được thời gian,tốt
Thời gian linh động,tốt
Không cần di chuyển qua lại các cơ sở,tốt
"Tiết kiệm chi phí đi lại, ít tốn thời gian vào lớp",tốt
thuận lợi trong việc chuyển ca học,tốt
linh hoạt thời gian,tốt
Tiết kiệm thời gian ,tốt
Thuận tiện cho việc sinh hoạt cá nhân hơn ở trường. K mất thời gian đi lại,tốt
yên tĩnh dễ học ạ,tốt
"Tiết kiệm thời gian, chi phí di chuyển",tốt
có thể linh hoạt về thời gian,tốt
dễ theo dõi,tốt
thỏa mái,tốt
quản lý được thời gian,tốt
"học được mọi nơi, không tốn thời gian di chuyển",tốt
hieu thêm về công nghệ,tốt
Dễ trao đổi vs thầy cô,tốt
Dễ nghe dễ tiếp thu,tốt
"Không tốn thời gian di chuyển, thoải mái hơn ở lớp",tốt
"Tập trung, nghiêm túc và ko ồn ào",tốt
Tránh covid,tốt
Được ở nhà,tốt
Tiện lợi,tốt
"không cần phải tới trường xa, học ở nhà tiện hơn",tốt
"Có thể học tại nhà, không tốn thêm bất kì chi phí nào",tốt
Được học nhiều thứ,tốt
Không cần di chuyển liên tục,tốt
Có nhìu thơi gian hơn,tốt
"Không phải đến trường, không phải đóng trọ vì có thể về quê học",tốt
Dễ dàng tìm tài liệu phong phú,tốt
Có nhiều thời gian,tốt
Dễ hiểu bài,tốt
Tiện lợi,tốt
Tiện lợi ,tốt
"tiết kiệm thời gian di chuyển, không gian yên tĩnh",tốt
Mạng ổn định,tốt
giảng viên cung cấp nhiều tài liệu,tốt
tiện lợi khi ở nhà,tốt
tot,tốt
tập trung hơn,tốt
Không phải đi lại,tốt
Sắp xếp thời gian học.,tốt
Dễ tiếp thu,tốt
khong,tốt
tiết kiệm thời gian,tốt
tham gia được mọi lúc mọi nơi,tốt
Thời gian linh động,tốt
Học tại nhà giữ gìn được sức khỏe ,tốt
thaori mái trong học tập,tốt
"Tiết kiệm chi phí di chuyển, không tốn nhiều thời gian lên lớp.",tốt
linh động được thời gian,tốt
Có nhiều thời gian,tốt
Không cần di chuyển qua lại các cơ sở,tốt
Có nhiều thời gian hơn,tốt
"Thầy dạy rất nhiệt tình và dễ hiểu, hỗ trợ sinh viên hết mình",tốt
Không bị kẹt xe,tốt
Tiết kiệm thời gian,tốt
Thời gian linh động ,tốt
Hạn chế được dịch bệnh,tốt
Không phải đi đến trường xa xôi.,tốt
không phải lên trường,tốt
"Đi lại, covid",tốt
hiểu bài,tốt
Tối ưu được thời gian và chi phí đi lại,tốt
"thuận tiện, tiết kiệm thời gian di chuyển , thoái mái",tốt
Dễ trao đổi vs giáo viên hơn,tốt
học ở nha thuận tiện hơn,tốt
"Có thể học tại nhà, không tốn nhiều chi phí",tốt
Hạn chế được dịch bệnh,tốt
"Thuận tiện khi học, không cần di chuyển quá nhiều",tốt
Quản lý thời gian,tốt
thỏa mái khi học ở nhà,tốt
Không kẹt xe khi đến trường,tốt
"quản lí được thời gian, năng lực tự học nâng cao, điểm số được cải thiện,..",tốt
Phòng tránh dịch bệnh,tốt
Không bị trễ giờ,tốt
Em có tham dự buổi học ở bất kỳ khu vực nào,tốt
"Tại nhà, không lo ngại dịch bệnh",tốt
Khong phải di chuyển xa đến trường,tốt
tập trung hơn,tốt
Tiết kiệm thời gian,tốt
Thoải mái,tốt
Không cần di chuyển nhiều,tốt
"Không cần phải ra ngoài vì đang dịch, luôn vào lớp đúng giờ, thoải mái trong mọi việc.",tốt
"thời gian , dễ tập trung",tốt
"Tiện lợi, thoải mái, chủ động",tốt
"Thoải mái về mặt thời gian, tiện lợi",tốt
Không cần ra đường,tốt
Dạ không ,tốt
học tại nhà,tốt
GV nhiệt tình ,tốt
tiện,tốt
không phải di chuyển,tốt
Đơn giản nhanh chóng,tốt
"Đường truyền tốt, dễ quản lý thời gian",tốt
tự do,tốt
không phải đii học trong lo sợ bị CAGT kêu tấp vào lề,tốt
"Quản lý được thời gian tốt hơn, dễ tiếp thu bài",tốt
tham gia buổi học đầy đủ,tốt
tiện,tốt
Dễ hiểu,tốt
Có thể ghi màn hình để xem lại bài,tốt
có laptop để học,tốt
Đảm bảo an toàn sức khỏe trong mùa dịch cho giảng viên cũng như sinh viên,tốt
khám phá được nhiều tính năng của laptop và smartphone,tốt
Đúng giờ,tốt
dễ lưu lại lời giảng của thầy cô,tốt
thoải mái về thời gian và nơi học ,tốt
tiện lợi và có thể học ở bất cứ đâu,tốt
không bị muộn học,tốt
Không cần đến trường để tiếp thu kiến thức,tốt
Dư giả về mặt thời gian,tốt
"thời gian thoải mái, có thể học mọi lúc mọi nơi",tốt
Địa điểm học thoải mái,tốt
ỹ năng sử dụng công nghệ để học tập trực tuyến tốt hơn,tốt
Không di chuyển nhiều,tốt
fg,tốt
tránh dịch,tốt
Dễ dàng phát biểu,tốt
Dễ hiểu được học tại nhà,tốt
"tiện lợi, nhanh chóng trong việc học tại nhà",tốt
"nhanh, tiện lợi, đỡ tốn công đi lai",tốt
tiết kiệm chi phí di chuyển,tốt
tham khảo tài liệu từ nhiều nguồn ,tốt
tiết kiệm thời gian,tốt
yên tĩnh tập trung hơn ,tốt
Thoải mái,tốt
có thể ghi lại bài giảng dễ dàng,tốt
dễ lắng nghe,tốt
dễ nghe bài giảng,tốt
Phòng chống dịch bệnh,tốt
Chi phí,tốt
"Không bị trễ giờ vào lớp học so với học trực tiếp, đi học đầy đủ hơn, dễ tập trung hơn.",tốt
tiết kiệm thời gian,tốt
được ở nhà,tốt
Ở nhà an toàn,tốt
Tối ưu hóa thời gian học tập,tốt
đường truyền internet,tốt
thuận tiện trong sinh hoạt,tốt
"Thuận tiện di chuyển, chủ yếu là học tại nhà nên rất thoải mái",tốt
chỗ học linh động,tốt
Có thời gian nghỉ ngơi,tốt
đỡ đi đến trường trong mùa dịch,tốt
Có thiết bị đầy đủ,tốt
vừa học vừa có thể làm việc khác phụ gia đình mà không bị mất bài,tốt
Thuận tiện trong thời gian dịch bệnh,tốt
Có không gian yên tĩnh,tốt
"Không tốn thời gian đi lại, trao đổi với giảng viên dễ hơn",tốt
không thời gian đi lại,tốt
Không phải đi lại.,tốt
được học tại nhà,tốt
tốt,tốt
không di chuyển nhiều,tốt
Khoonh tốn tiền gyiwr xe,tốt
Tìm kiếm thông tin trên mạng nhanh ,tốt
Ko có ý kiến,tốt
Vui vẻ thời gian ổn định ,tốt
tiện lợi trong việc giữa các môn học,tốt
Không cần đến trường,tốt
"Thời gian được linh hoạt, ko vào lớp trễ ",tốt
"không phải tiếp xúc với dịch bệnh, tiện lợi",tốt
Ổn ạ,tốt
Học nhanh gọn,tốt
"Nhà trường cung cấp đầy đủ thông tin, đường link về môn học",tốt
dễ tập trung,tốt
Không có,tốt
không phải di chuyển đi lại,tốt
rất tốt ,tốt
 phù hợp trong tình hình dịch bệnh ,tốt
 tốt,tốt
 tốt,tốt
Bài giảng cụ thể,tốt
cải thiện điểm,tốt
Cải thiện hơn,tốt
cao hơn điểm học trực tiếp,tốt
cho xem nhiều video sát thực tế,tốt
Cô dạy tốt,tốt
có thể xem lại bài giảng khi kết thúc buổi học,tốt
Có tiến bộ rõ ràng ở một số khía cạnh ,tốt
Dạ ổn lắm ạ,tốt
Dạ ổn rồi ạ,tốt
Dạ tốt,tốt
dễ có sự tập trung hơn học trực tiếp,tốt
Dễ đến lớp khuyết điểm là mạng,tốt
Dễ hiểu,tốt
Dễ hiểu ,tốt
Dễ lưu trữ,tốt
Dễ lưu trữ,tốt
Dễ tiếp thu,tốt
điểm cao,tốt
điểm ổn,tốt
điểm từ trung bình đến cao,tốt
