Nhận xét đánh giá,Cảm xúc,,,,,
Bạn của tôi rất tỉ mỉ và lưu ý đến chi tiết.,bình thường,,,,,
"Bạn của tôi rất tỉ mỉ và cẩn trọng trong mọi công việc, làm cho mọi người xung quanh cảm thấy an tâm và yên tâm hơn.",rất tốt,,,,,
Bạn của tôi rất tỉ mỉ và có thể hoàn thành công việc rất tốt.,rất tốt,,,,,
"Bạn của tôi rất tập trung và nghiêm túc trong mọi công việc, luôn có kết quả tốt nhất.",rất tốt,,,,,
Bạn của tôi rất tận tâm với công việc.,bình thường,,,,,
"Bạn của tôi rất tâm huyết và nhiệt tình trong mọi hoạt động của mình, đó thực sự là một phong cách đáng trân trọng và khác biệt.",rất tốt,,,,,
"Bạn của tôi rất tài năng và chuyên nghiệp, luôn có những ý tưởng đột phá.",tốt,,,,,
"Bạn của tôi rất trách nhiệm và tận tâm trong mọi công việc của mình, luôn có kết quả tốt nhất.",rất tốt,,,,,
Bạn của tôi rất trung thực và luôn đưa ra ý kiến thật lòng.,bình thường,,,,,
Bạn của tôi rất tinh tế và luôn có ý tưởng mới để cải tiến công việc của mình.,rất tốt,,,,,
Bạn của tôi rất thực tế và có tầm nhìn rộng.,bình thường,,,,,
Bạn của tôi rất thông minh và thường có những suy nghĩ sáng tạo.,rất tốt,,,,,
Bạn của tôi rất thông minh và luôn sẵn sàng giúp đỡ mọi người.,tốt,,,,,
Bạn của tôi rất thông minh và có tầm nhìn xa.,bình thường,,,,,
Bạn của tôi rất thông minh và có tài năng trong nhiều lĩnh vực.,bình thường,,,,,
Bạn của tôi rất thông minh và có khả năng làm việc nhóm tuyệt vời.,rất tốt,,,,,
Bạn của tôi rất thông minh và có khả năng giải quyết vấn đề tốt hơn bất kỳ ai khác.,rất tốt,,,,,
Bạn của tôi rất thông minh và có khả năng giải quyết vấn đề rất tốt.,tốt,,,,,
Bạn của tôi rất thông cảm và luôn giúp đỡ mọi người khi cần.,rất tốt,,,,,
Bạn của tôi rất thích giúp đỡ người khác.,bình thường,,,,,
Bạn của tôi rất thân thiện.,bình thường,,,,,
"Bạn của tôi rất thân thiện và hài hước, làm cho mọi người xung quanh cảm thấy vui vẻ và thoải mái.",rất tốt,,,,,
Bạn của tôi rất thuộc về bản thân và hơi khó tiếp cận.,bình thường,,,,,
Bạn của tôi rất sáng suốt và có óc quan sát tốt.,tốt,,,,,
"Bạn của tôi rất nỗ lực và quyết tâm trong mọi công việc của mình, luôn có kết quả tốt nhất.",rất tốt,,,,,
Bạn của tôi rất năng động và vui vẻ.,rất tốt,,,,,
Bạn của tôi rất năng động và sôi nổi.,bình thường,,,,,
"Bạn của tôi rất năng động và sáng tạo, luôn có những ý tưởng mới và đột phá trong công việc.",rất tốt,,,,,
Bạn của tôi rất năng động và luôn luôn có tinh thần đồng đội.,rất tốt,,,,,
Bạn của tôi rất năng động và có thể đưa ra những ý tưởng mới lạ cho nhóm.,rất tốt,,,,,
Bạn của tôi rất nhạy bén và có khả năng phân tích tốt hơn bất kỳ ai khác.,rất tốt,,,,,
Bạn của tôi rất nhiệt tình và chăm sóc những người xung quanh một cách tốt nhất có thể.,rất tốt,,,,,
"Bạn của tôi rất nhiệt tình và chăm chỉ, đặc biệt trong quá trình nghiên cứu và giảng dạy.",rất tốt,,,,,
Bạn của tôi rất lạc quan và tươi vui.,bình thường,,,,,
Bạn của tôi rất kiên trì và luôn luôn cố gắng hết sức để đạt được thành công.,rất tốt,,,,,
"Bạn của tôi rất khéo tay và tỉ mỉ, làm cho tất cả mọi người xung quanh đều cảm thấy hài lòng và hạnh phúc hơn.",rất tốt,,,,,
Bạn của tôi rất hòa đồng và luôn tạo ra sự thoải mái trong nhóm.,tốt,,,,,
Bạn của tôi rất hòa đồng và dễ gần.,tốt,,,,,
Bạn của tôi rất giỏi về kỹ năng và có thể đưa ra những phản hồi xây dựng cho đồng nghiệp.,rất tốt,,,,,
Bạn của tôi rất giỏi về công nghệ thông tin.,bình thường,,,,,
Bạn của tôi rất giỏi tiếng Anh.,bình thường,,,,,
Bạn của tôi rất giỏi quản lý thời gian.,bình thường,,,,,
"Bạn của tôi rất dễ thương và năng động, luôn là một nguồn động lực rất lớn cho những người xung quanh.",rất tốt,,,,,
Bạn của tôi rất dễ mến và khiến mọi người cảm thấy thoải mái.,rất tốt,,,,,
"Bạn của tôi rất dễ gần và hòa đồng, khiến tất cả mọi người xung quanh đều thấy thoải mái.",tốt,,,,,
"Bạn của tôi rất dễ chịu và vui vẻ, luôn tràn đầy tính cách và sức sống.",tốt,,,,,
Bạn của tôi rất dễ chịu và hòa đồng với mọi người.,rất tốt,,,,,
Bạn của tôi rất cởi mở và dễ thương với mọi người.,bình thường,,,,,
Bạn của tôi rất cầu tiến và luôn muốn học hỏi thêm.,rất tốt,,,,,
Bạn của tôi rất chủ động và có thể xử lý tình huống tốt.,tốt,,,,,
Bạn của tôi rất chịu khó và kiên trì.,bình thường,,,,,
Bạn của tôi rất chăm chỉ và đam mê học tập.,tốt,,,,,
"Bạn của tôi rất chăm chỉ và lý trí trong mọi việc, luôn có được kết quả tốt nhất.",rất tốt,,,,,
Bạn của tôi rất chăm chỉ và luôn đúng giờ.,bình thường,,,,,
Bạn của tôi rất chăm chỉ và luôn hoàn thành công việc đúng giờ.,rất tốt,,,,,
Bạn của tôi rất chăm chỉ và cần cù trong học tập.,rất tốt,,,,,
Bạn của tôi rất chuyên nghiệp và hiệu quả trong mọi hoạt động của mình.,rất tốt,,,,,
Bạn của tôi rất chia sẻ và giúp đỡ người khác trong cả công việc và cuộc sống.,tốt,,,,,
Bạn của tôi là người đầy nhiệt huyết và muốn thử sức những thử thách mới.,bình thường,,,,,
Bạn của tôi là người đáng tin cậy.,bình thường,,,,,
Bạn của tôi là người tràn đầy năng lượng và sẽ thành công trong tương lai.,rất tốt,,,,,
Bạn của tôi là người rất đáng tin cậy và luôn giữ lời hứa.,rất tốt,,,,,
Bạn của tôi là người rất tươi cười và luôn lạc quan với cuộc sống.,rất tốt,,,,,
Bạn của tôi là người rất trực tiếp và luôn đối diện với vấn đề một cách chân thật.,rất tốt,,,,,
Bạn của tôi là người rất trung thực và luôn thể hiện sự tôn trọng và đồng cảm với mọi người.,rất tốt,,,,,
Bạn của tôi là người rất trung thực và luôn không ngại đưa ra những ý kiến chân thành.,rất tốt,,,,,
Bạn của tôi là người rất trung thành và luôn giữ lời hứa của mình.,rất tốt,,,,,
Bạn của tôi là người rất thông minh và nhanh nhẹn.,bình thường,,,,,
Bạn của tôi là người rất thông cảm và luôn luôn chia sẻ với những người xung quanh.,rất tốt,,,,,
Bạn của tôi là người rất thân thiện và dễ thương.,rất tốt,,,,,
Bạn của tôi là người rất năng động và luôn đưa ra những ý tưởng tuyệt vời.,rất tốt,,,,,
Bạn của tôi là người rất năng động và luôn có những ý tưởng mới lạ.,bình thường,,,,,
Bạn của tôi là người rất duyên dáng và sành điệu.,bình thường,,,,,
Bạn của tôi là người rất chăm chỉ và có tinh thần học tập cao.,rất tốt,,,,,
Bạn của tôi là người có tâm hồn trẻ trung và luôn biết cách giữ được tinh thần vui vẻ để động viên mọi người.,rất tốt,,,,,
Bạn của tôi là người biết lắng nghe và giúp đỡ mọi người.,rất tốt,,,,,
Bạn của tôi là một người đáng tin cậy và luôn giữ lời hứa.,bình thường,,,,,
Bạn của tôi là một người tốt bụng và luôn sẵn sàng giúp đỡ mọi người.,rất tốt,,,,,
Bạn của tôi là một người tỉ mẩn và tận tâm với công việc.,rất tốt,,,,,
Bạn của tôi là một người tài ba và có sự phát triển vượt bậc.,rất tốt,,,,,
Bạn của tôi là một người rất đáng tin cậy và luôn hoàn thành tốt những công việc được giao.,rất tốt,,,,,
Bạn của tôi là một người rất tự tin và luôn cố gắng hết sức để đạt được mục tiêu của mình.,tốt,,,,,
Bạn của tôi là một người rất tận tâm và có thể hỗ trợ đồng nghiệp rất tốt.,rất tốt,,,,,
Bạn của tôi là một người rất tài năng và có thể giúp đỡ mọi người rất tốt.,rất tốt,,,,,
Bạn của tôi là một người rất trung thực và có thể được tin tưởng.,rất tốt,,,,,
Bạn của tôi là một người rất thương người và có thể đưa ra những ý tưởng xây dựng xã hội.,rất tốt,,,,,
Bạn của tôi là một người rất thông minh và chăm chỉ.,rất tốt,,,,,
Bạn của tôi là một người rất thân thiện và luôn giúp đỡ mọi người xung quanh.,rất tốt,,,,,
"Bạn của tôi là một người rất thân thiện và dễ gần, luôn tạo cơ hội để tìm hiểu và giúp đỡ người khác.",rất tốt,,,,,
Bạn của tôi là một người rất năng động và nhiệt tình trong mọi việc.,rất tốt,,,,,
Bạn của tôi là một người rất học hỏi và có bản lĩnh trong công việc.,rất tốt,,,,,
Bạn của tôi là một người rất chăm chỉ và kiên trì trong công việc.,rất tốt,,,,,
Bạn của tôi là một người rất chân thành và có tình cảm đặc biệt với bạn bè.,rất tốt,,,,,
Bạn của tôi là một người rất chu đáo và có thể hoàn thành công việc rất tốt.,rất tốt,,,,,
Bạn của tôi là một người luôn có tinh thần học tập tích cực và không ngừng cải thiện bản thân.,rất tốt,,,,,
Bạn của tôi là một người luôn biết lắng nghe và tỏ ra rất quan tâm đến mọi người xung quanh.,rất tốt,,,,,
Bạn của tôi là một người hết sức năng động và hoạt bát.,bình thường,,,,,
"Bạn của tôi là một người hăng say và kiên trì, luôn cố gắng hết sức để đạt được mục tiêu của mình.",tốt,,,,,
Bạn của tôi là một người cực kỳ trung thực và luôn thể hiện sự tôn trọng với mọi người.,rất tốt,,,,,
Bạn của tôi là một người cực kỳ năng động và luôn có nhiều giờ lái xe cho mọi người.,rất tốt,,,,,
Bạn của tôi là một người có tình yêu với ngôn ngữ và luôn cố gắng học tập các ngôn ngữ khác nhau.,rất tốt,,,,,
Bạn của tôi là một người có tinh thần trách nhiệm cao và luôn và luôn hoàn thành tốt công việc được giao.,rất tốt,,,,,
Bạn của tôi luôn đặt tâm huyết vào công việc và hoàn thành nó một cách xuất sắc.,tốt,,,,,
Bạn của tôi luôn đặt lợi ích của người khác lên hàng đầu và luôn làm việc vì sự thịnh vượng của cộng đồng.,tốt,,,,,
"Bạn của tôi luôn vui vẻ và hòa đồng, khiến mọi người xung quanh cảm thấy được sự thoải mái và yên tâm.",rất tốt,,,,,
Bạn của tôi luôn tỏ ra rất lịch sự và có tư duy tốt.,rất tốt,,,,,
Bạn của tôi luôn tận tâm và sẵn sàng giúp đỡ người khác trong mọi tình huống.,rất tốt,,,,,
"Bạn của tôi luôn tận tâm và chu đáo trong mọi việc, đặc biệt trong công việc nghiên cứu và giảng dạy.",tốt,,,,,
Bạn của tôi luôn tìm cách để giải quyết vấn đề và không ngừng khám phá những điều mới.,rất tốt,,,,,
Bạn của tôi luôn rộng lượng và luôn chia sẻ những suy nghĩ của mình với người khác.,rất tốt,,,,,
Bạn của tôi luôn làm việc với chữ tín và trung thực.,rất tốt,,,,,
Bạn của tôi luôn gửi gắm tình cảm và tâm huyết vào những hoạt động trong trường học.,rất tốt,,,,,
Bạn của tôi luôn giữ được tâm hồn trong sáng và có phẩm chất đạo đức cao.,rất tốt,,,,,
Bạn của tôi luôn giữ tinh thần lạc quan và tích cực trong mọi tình huống khó khăn.,rất tốt,,,,,
Bạn của tôi luôn giữ tinh thần lạc quan và có khả năng làm việc nhóm tốt.,rất tốt,,,,,
Bạn của tôi luôn giải quyết mọi vấn đề một cách chuyên nghiệp và hiệu quả.,rất tốt,,,,,
Bạn của tôi luôn cố gắng và không từ bỏ ước mơ của mình.,tốt,,,,,
Bạn của tôi luôn có tinh thần đồng đội và cảm thấy hạnh phúc khi được giúp đỡ mọi người.,rất tốt,,,,,
Bạn của tôi luôn có tinh thần đồng đội và cảm thấy hạnh phúc khi được chia sẻ niềm đam mê của mình với mọi người.,rất tốt,,,,,
"Bạn của tôi luôn chăm sóc tốt nhất mọi người xung quanh, làm cho tất cả mọi người cảm thấy được quan tâm và yêu thương.",tốt,,,,,
Bạn của tôi luôn chăm chỉ và có nhiều ý tưởng sáng tạo.,bình thường,,,,,
Bạn của tôi có tư duy logic tốt.,bình thường,,,,,
Bạn của tôi có tính cách hài hước và luôn làm mọi người vui vẻ.,rất tốt,,,,,
Bạn của tôi có tài năng trong lĩnh vực kinh doanh.,bình thường,,,,,
Bạn của tôi có khả năng tự hoàn thiện mình một cách tuyệt vời.,rất tốt,,,,,
Bạn của em là người rất cá tính và không sợ thể hiện bản thân.,bình thường,,,,,
Bạn của em là người dễ thương và trẻ trung.,bình thường,,,,,
Bạn của em là người cởi mở và dễ chịu.,bình thường,,,,,
Bạn của em là người có khả năng giao tiếp tốt với nhiều người.,bình thường,,,,,
Bạn cùng đội bóng của tôi là một người rất đam mê và có tinh thần đồng đội tốt.,tốt,,,,,
Bạn cùng đội bóng của tôi là một người rất tận tâm và có tinh thần đồng đội.,rất tốt,,,,,
Bạn cùng đội bóng của tôi là một người rất chăm chỉ và nhiệt huyết.,rất tốt,,,,,
Bạn cùng phòng rất sạch sẽ và gọn gàng.,bình thường,,,,,
Bạn cùng phòng của tôi vô cực khó tính và thường cãi nhau với người khác.,tệ,,,,,
Bạn cùng phòng của tôi vô cực bừa bãi và không chịu giữ gìn sự sạch sẽ.,tệ,,,,,
"Bạn cùng phòng của tôi vô cùng lịch sự, nhưng thật sự không có gì để trò chuyện cả.",tệ,,,,,
Bạn cùng phòng của tôi rất khó tính và luôn muốn chiếm lấy sự chú ý của mọi người.,tệ,,,,,
Bạn cùng phòng của tôi rất khó chịu và thường xuyên tạo cảm giác không thoải mái cho người khác.,tệ,,,,,
Bạn cùng phòng của tôi rất khó chịu và cứ xem thường người khác như là em dưới.,tệ,,,,,
Bạn cùng năm của tôi có tinh thần đồng đội rất tốt và luôn hỗ trợ nhau trong học tập.,rất tốt,,,,,
Bạn cùng nhóm rất tỉ mỉ và chú ý đến chi tiết.,bình thường,,,,,
Bạn cùng nhóm rất tận tâm và chịu khó làm việc.,bình thường,,,,,
Bạn cùng nhóm rất trung thành và đoàn kết.,bình thường,,,,,
Bạn cùng nhóm rất sáng tạo và có nhiều ý tưởng hay.,bình thường,,,,,
Bạn cùng nhóm rất chuyên nghiệp và tận tâm với công việc.,bình thường,,,,,
Bạn cùng nhóm dự án của tôi là một người rất nhiệt huyết và đáng tin cậy.,rất tốt,,,,,
Bạn cùng nhóm của tôi là một người rất đam mê và nhiệt huyết.,rất tốt,,,,,
Bạn cùng nhóm của tôi là một người rất sáng tạo và đam mê.,rất tốt,,,,,
Bạn cùng nhóm của tôi là một người rất sáng tạo và năng động.,rất tốt,,,,,
Bạn cùng lớp rất đoàn kết và hỗ trợ lẫn nhau.,bình thường,,,,,
Bạn cùng lớp rất tập trung và nghiêm túc với học tập.,bình thường,,,,,
Bạn cùng lớp rất tiếp thu và học hỏi rất nhanh.,bình thường,,,,,
Bạn cùng lớp rất hòa đồng và chia sẻ kiến thức.,bình thường,,,,,
Bạn cùng lớp này vô cực khó chịu và thường xuyên xúc phạm người khác.,tệ,,,,,
Bạn cùng lớp này vô cực khó chịu và chỉ toàn gây rối.,tệ,,,,,
Bạn cùng lớp này rất đáng ghét và luôn tìm cách gây phiền phức cho người khác.,tệ,,,,,
Bạn cùng lớp này không bao giờ giữ khoảng cách và gây phiền hà cho người khác.,tệ,,,,,
Bạn cùng lớp này chỉ tập trung vào chính mình và không quan tâm đến người khác.,tệ,,,,,
Bạn cùng lớp của tôi là một người rất tốt bụng và chu đáo.,rất tốt,,,,,
Bạn cùng lớp của tôi là một người rất kiên nhẫn và cẩn trọng.,rất tốt,,,,,
Bạn cùng lớp của tôi là một người rất cầu tiến và chăm chỉ.,tốt,,,,,
Bạn cùng lớp của tôi luôn hỗ trợ và giúp đỡ khi tôi gặp khó khăn.,rất tốt,,,,,
Bạn cùng lớp của tôi luôn cầu tiến và đóng góp ý kiến tích cực.,tốt,,,,,
Bạn cùng dự án của tôi là người đầy nhiệt huyết và luôn đóng góp ý kiến tích cực.,rất tốt,,,,,
Bạn bè của tôi ở các đại học khác đều không có các khoá học như chúng tôi có.,rất tốt,,,,,
băt hoc sinh chep phat nhưng câu như em hưa se cân thân nhưng thây rât nhiêt tinh va tân tâm day cho hoc sinh nha trương se phat triên nêu như co nhưng gian viên như thây,rất tốt,,,,,
"Bóng hay bị xẹp ",bình thường,,,,,
Bí mật động trời về cuộc sống của các ngôi sao hạng A,không liên quan,,,,,
Bí mật động trời về cuộc sống của các chính trị gia,không liên quan,,,,,
"Bình thường ",tốt,,,,,
bình thường,bình thường,,,,,
bình thường,bình thường,,,,,
bình thường,bình thường,,,,,
bình thường,bình thường,,,,,
Bình thường,bình thường,,,,,
bình thường,bình thường,,,,,
bình thường,bình thường,,,,,
bình thường,bình thường,,,,,
bình thường,rất tốt,,,,,
bình thường,tệ,,,,,
bình thường,tốt,,,,,
Bình thường,tốt,,,,,
bình thường,tốt,,,,,
bình thường,tốt,,,,,
bình thường,tốt,,,,,
bình thường,tốt,,,,,
bình thường,tốt,,,,,
bình thường,tốt,,,,,
bình thường,tốt,,,,,
Bình thường,tốt,,,,,
bình thường,tốt,,,,,
bình thường,tốt,,,,,
bình thường,tốt,,,,,
bình thường,tốt,,,,,
bình thường,tốt,,,,,
bình thường,tốt,,,,,
Bình thường,tốt,,,,,
Bình thường,tốt,,,,,
bình thường,tốt,,,,,
bình thường,tốt,,,,,
bình thường,tốt,,,,,
Bình thường,tốt,,,,,
Bình thường,tốt,,,,,
Bình thương,bình thường,,,,,
Bãi đỗ xe của trường rộng rãi và an toàn.,bình thường,,,,,
"Bám sát vào sách nhiều. ",rất tệ,,,,,
Bàn ghế trong phòng học cực kì cũ kỹ.,tệ,,,,,
Bài ôn tập nên bám sát hơn vào sách,rất tệ,,,,,
Bài tập được thiết kế hợp lý và phù hợp với năng lực của sinh viên,bình thường,,,,,
Bài tập về nhà bị hạn chế do không có đủ tài liệu tham khảo.,tệ,,,,,
Bài tập và kiểm tra được thiết kế rất tốt để kiểm tra kiến thức của sinh viên.,bình thường,,,,,
Bài tập và bài học không liên quan. Chương trình dạy khó hiểu,rất tệ,,,,,
"Bài tập thầy không giảng kĩ , giảng quoa loa",rất tệ,,,,,
Bài tập hơi nhiều,rất tệ,,,,,
Bài thuyết trình của bạn thật sự rất tệ.,rất tệ,,,,,
"Bài kiểm tra và đánh giá không đủ minh bạch, không đảm bảo sự công bằng cho sinh viên.",tệ,,,,,
"Bài kiểm tra quá khó để hiểu, sinh viên không thể đạt được điểm cao.",tệ,,,,,
Bài kiểm tra cần được gần với nội dung học.,rất tệ,,,,,
Bài học có phần khó hiểu và dễ nhầm lẫn,rất tệ,,,,,
"Bài học còn vài câu lủng củng, khó dịch",rất tệ,,,,,
bài học chưa thu hút và chưa có nhiều cơ hội thực hành,rất tệ,,,,,
Bài hơi dài,rất tệ,,,,,
Bài giảng đầy đủ kiến thức thực tế với bê ngoài Nhiệt tình giúp đỡ sinh viên,tốt,,,,,
"Bài giảng được thiết kế theo giai đoạn, giúp sinh viên dễ dàng tiếp nhận kiến thức.",bình thường,,,,,
"Bài giảng được thiết kế rõ ràng, dễ hiểu và học viên có thể áp dụng được vào thực tế.",bình thường,,,,,
"Bài giảng được thiết kế một cách chuyên nghiệp và hiệu quả, giúp sinh viên tiến bộ hơn.",bình thường,,,,,
"Bài giảng được sắp xếp theo hệ thống, dễ hiểu và hợp lý.",bình thường,,,,,
Bài giảng được giảng dạy rõ ràng và dễ hiểu,bình thường,,,,,
Bài giảng đưa ra rõ ràng và dễ hiểu.,rất tốt,,,,,
Bài giảng đi sâu vào chuyên môn thầy dạy rất kĩ và cũng rất dễ hiểu,rất tốt,,,,,
Bài giảng rất thú vị và hấp dẫn.,bình thường,,,,,
Bài giảng rất rõ ràng và dễ hiểu.,tốt,,,,,
Bài giảng quá nhanh,tốt,,,,,
Bài giảng phải được thiết kế sao cho phù hợp với độ tuổi và năng lực của sinh viên,bình thường,,,,,
Bài giảng phù hợp với sinh viên và thực tế bên ngoài,tốt,,,,,
"Bài giảng mang tính thực tế và sáng tạo, giúp học viên dễ dàng áp dụng vào thực tế.",bình thường,,,,,
Bài giảng lý thuyết tương đối nhiều dễ gây buồn ngủ cho sinh viên,tốt,,,,,
"Bài giảng khó hiểu  Đối với tôi ",rất tệ,,,,,
Bài giảng khó hiểu,rất tệ,,,,,
Bài giảng dễ hiểu,bình thường,,,,,
Bài giảng dễ hiểu,tốt,,,,,
Bài giảng dễ hiểu,tốt,,,,,
"Bài giảng dài dòng, thầy hay nói rất nhiều thay vì giảng bài học",rất tệ,,,,,
"Bài giảng cứng nhắc, thiếu hoạt động trong lớp.",rất tệ,,,,,
Bài giảng của giảng viên rất phong phú và thú vị.,bình thường,,,,,
Bài giảng của giảng viên rất nhạt nhòa,tệ,,,,,
bài giảng của giáo viên rất cuốn hút,rất tệ,,,,,
"Bài giảng có nhiều tài liệu tham khảo rất bổ ích Công bằng và khách quan trong việc đánh giá điểm quá trình cũng như điểm số của Sinh Viên ",tốt,,,,,
"Bài giảng có hình ảnh và âm thanh rõ ràng, giúp sinh viên dễ dàng hiểu được kiến thức.",bình thường,,,,,
bài giảng còn hơi lộn xộn,rất tệ,,,,,
Bài giảng chưa sinh động,tốt,,,,,
Bài giảng chưa hay,rất tệ,,,,,
"bài giảng chưa dễ hiểu ",rất tệ,,,,,
"Buổi học này thật sự rất tệ, không học được gì cả.",rất tệ,,,,,
"Buổi học này thật sự rất tệ, không học được gì cả.",rất tệ,,,,,
"Buổi học này thật sự rất tệ, không học được gì cả.",rất tệ,,,,,
"Buổi học này thật sự rất tệ, không có giá trị.",rất tệ,,,,,
"Buổi học này thật sự rất tệ, không có giá trị.",rất tệ,,,,,
"Buổi học này rất tệ, không thể hiểu được điều gì cả.",rất tệ,,,,,
"Buổi học này rất tệ, không thể hiểu được điều gì cả.",rất tệ,,,,,
Buổi học này là một trong những buổi học tệ nhất mà tôi từng tham gia.,rất tệ,,,,,
"Buổi học này không đáng để dành thời gian, nó rất tệ.",rất tệ,,,,,
"Buổi học này không đáng để dành thời gian, nó rất tệ.",rất tệ,,,,,
"Buổi học này không đáng để dành thời gian, nó rất tệ.",rất tệ,,,,,
"Buổi học này không đáng để dành thời gian, nó rất tệ.",rất tệ,,,,,
"Buổi học này không đáng để dành thời gian, nó rất tệ.",rất tệ,,,,,
"Buổi học này không đáng để dành thời gian, nó rất tệ.",rất tệ,,,,,
"Buổi học này không đáng để dành thời gian, nó quá tệ.",rất tệ,,,,,
"Buổi học này không đem lại giá trị thực sự, nó rất tệ.",rất tệ,,,,,
"Buổi học này không đem lại giá trị thực sự, nó rất tệ.",rất tệ,,,,,
"Buổi học này không đem lại giá trị thực sự, nó rất tệ.",rất tệ,,,,,
"Buổi học này không đem lại giá trị gì cả, nó rất tệ.",rất tệ,,,,,
"Buổi học này không đem lại giá trị gì cả, nó rất tệ.",rất tệ,,,,,
"Buổi học này không đem lại giá trị gì cả, nó rất tệ.",rất tệ,,,,,
Buổi học của thầy hôm nay rất tệ.,rất tệ,,,,,
"Buổi học có nhiều hoạt động thực tế, giúp sinh viên hiểu bài dễ dàng hơn",bình thường,,,,,
"Buồng nghỉ tại nơi này hẹp và khó chịu, không thoải mái cho học sinh.",tệ,,,,,
Buồng nghỉ cho học sinh ở trường quá nhỏ và đáng tiếc là chẳng có không gian xanh hoặc trang trí gì đó để tạo ra môi trường sinh động.,tệ,,,,,
Buồng lái máy bay trong trường không được trang bị đầy đủ thiết bị đồng bộ.,tệ,,,,,
Buon vi lam bai thi không dc,bình thường,,,,,
bt ạ,tệ,,,,,
Bt,rất tốt,,,,,
Biển cả là một nguồn tài nguyên vô giá.,không liên quan,,,,,
Biết ơn những giáo viên đã cố gắng giúp đỡ và truyền cảm hứng học tập cho sinh viên.,bình thường,,,,,
"bị chuyển phòng học đột xuất rất nhiều, thế mà còn làm kiểm tra vào những buổi đó. những sv học cải thiện, học vượt k bắt kịp dc thông tin kịp thời, Có lên ý kiến xin với giảng viên mà giảng viên có bạn cho bạn không. Giang viên giảng kỉ, nhưng phần giải bài tập giảng viên giảng k chắc, sv có nhiều vấn đề để hỏi, thì giáo viên tỏ thái độ k vui, khó chịu.",rất tệ,,,,,
Biên soạn giáo trình tệ.,tệ,,,,,
Binh thường,bình thường,,,,,
Binh thương,bình thường,,,,,
Binh thương,bình thường,,,,,
Binh thuong,bình thường,,,,,
binh thuong,bình thường,,,,,
bf,không liên quan,,,,,
bad!,rất tệ,,,,,
Bad,rất tệ,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
B!#Hz7S2^@v3@Rd&676SLEqZqWH5DNi,không liên quan,,,,,
asdfjkhsajdkf,không liên quan,",",",",",",",",","
asdf,không liên quan,,,,,
asd,không liên quan,,,,,
asd,tốt,,,,,
"As the most boring subject I have ever learned, when she comes to class, she just turn on the sound, we can not image the lecture, I can not improve any listening skill in Listening 5. ",rất tệ,,,,,
anv,không liên quan,,,,,
Anh/chị đó thật là chảnh chó như vậy hả?,tệ,,,,,
Anh/chị đã trở thành một người bạn đồng hành vô cùng quan trọng trong cuộc đời tôi.,rất tốt,,,,,
Anh/chị đã cung cấp cho tôi nhiều thông tin hữu ích.,rất tốt,,,,,
Anh/chị thật tuyệt vời!,rất tốt,,,,,
